Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
84,Utah State,Mountain West,FBS,150.00,0,0,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00,100.00
109,Boise State,Mountain West,FBS,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,104.00
118,Nevada,Mountain West,FBS,92.00,0,0,0,0,0,0,0,0,0,0,0,0,12,54,33,38,0,0,0,0,0,0,0,0,0,0,92.00,0.00
148,Wyoming,Mountain West,FBS,64.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64.5,64.50,0.00
149,Grand Canyon,Mountain West,DI,64.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,64.00
153,Fresno State,Mountain West,FBS,62.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17,0,0,0,0,0,0,0,0,0,0,17.00,45.00
161,Colorado State,Mountain West,FBS,54.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29,0,0,0,0,0,0,54.00,0.00
204,San Diego State,Mountain West,FBS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,San Jose State,Mountain West,FBS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00
204,UNLV,Mountain West,FBS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
103,LIU Brooklyn,NEC,FCS,116.00,0,0,33,25,0,0,8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.00,25.00
156,Wagner,NEC,FCS,59.00,0,0,0,0,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.00,25.00
169,Fairleigh Dickinson,NEC,DI,50.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,25.00
204,Central Connecticut State,NEC,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
136,Lindenwood,OVC,FCS,74.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,0,0,49.00,25.00
165,Arkansas Little Rock,OVC,DI,52.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,52,52.00,0.00
169,Tennessee Tech,OVC,FCS,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,50.00
199,SIU Edwardsville,OVC,DI,30.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,30.00,0.00
204,Eastern Illinois,OVC,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Tennessee State,OVC,FCS,25.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
204,Western Illinois,OVC,FCS,25.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
70,Washington State,Pac-12,FBS,215.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,22,0,0,28,44.5,0,0,0,0,0,0,66.50,149.00
158,Oregon State,Pac-12,FBS,56.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,31.00,25.00
75,Lehigh,Patriot,FCS,190.00,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73.5,16,58.5,137.00,53.00
78,Army West Point,Patriot,FBS,165.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,0,0,0,0,0,45,27,67.00,98.00
83,Navy,Patriot,FBS,159.00,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,28,46,81.00,78.00
128,American,Patriot,DI,75.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50.5,50.50,25.00
198,Bucknell,Patriot,FCS,32.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32.5,32.50,0.00
204,Boston University,Patriot,DI,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Holy Cross,Patriot,FCS,25.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
204,Lafayette,Patriot,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
10,Texas,SEC,FBS,589.50,3,83,9,64,0,0,0,0,0,0,0,0,0,0,3,85,1,100,28,44.5,24,50,0,0,0,0,426.50,163.00
11,Alabama,SEC,FBS,589.25,17,50,9,64,0,0,0,0,0,0,0,0,0,0,11,66,24,50,28,44.5,12,63.75,0,0,0,0,338.25,251.00
16,Texas A&M,SEC,FBS,507.00,0,0,17,50,0,0,0,0,0,0,0,0,0,0,30,44,30,44,19,55,6,73.5,0,0,0,0,266.50,240.50
17,Florida,SEC,FBS,491.75,0,0,17,50,0,0,0,0,0,0,0,0,0,0,10,67.5,2,90,5,74.25,3,85,0,0,0,0,366.75,125.00
19,Kentucky,SEC,FBS,485.00,9,64,17,50,0,0,0,0,0,0,4,80,0,0,0,0,18,56,17,56.5,35,38.5,0,0,0,0,345.00,140.00
24,Georgia,SEC,FBS,469.00,33,25,33,25,0,0,0,0,0,0,0,0,0,0,15,60,15,60,1,100,25,49,0,0,0,0,319.00,150.00
28,Tennessee,SEC,FBS,447.00,33,25,5,73,0,0,0,0,0,0,0,0,0,0,5,75,5,75,0,0,19,53,0,0,0,0,301.00,146.00
31,Arkansas,SEC,FBS,424.00,0,0,9,64,0,0,0,0,0,0,0,0,0,0,28,46,0,0,4,80,1,100,0,0,0,0,290.00,134.00
35,Ole Miss,SEC,FBS,392.75,17,50,0,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,14,61.5,15,59.25,0,0,0,0,255.75,137.00
38,LSU,SEC,FBS,380.00,9,64,0,0,0,0,0,0,0,0,0,0,0,0,21,52,16,58.5,33,40,47,25.5,0,0,0,0,240.00,140.00
41,South Carolina,SEC,FBS,371.00,2,90,0,0,0,0,0,0,0,0,0,0,0,0,19,55,0,0,8,70.5,7,70.5,0,0,0,0,286.00,85.00
46,Vanderbilt,SEC,FBS,315.00,9,64,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,0,0,0,0,0,154.00,161.00
51,Oklahoma,SEC,FBS,301.50,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,66,0,0,30,44,174.00,127.50
65,Auburn,SEC,FBS,235.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48.5,17,57,21,52.5,4,77.5,0,0,0,0,235.50,0.00
67,Missouri,SEC,FBS,233.50,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,28,46,0,0,42,30,0,0,14,61.5,162.50,71.00
124,Mississippi State,SEC,FBS,78.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,78.00
106,Furman,SoCon,FCS,108.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,83.00
139,Samford,SoCon,FCS,70.50,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40.5,0,0,0,0,45.50,25.00
149,North Carolina Greensboro,SoCon,DI,64.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,64.00
162,Mercer,SoCon,FCS,53.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,53.00
204,Wofford,SoCon,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
250,Citadel,SoCon,FCS,23.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,23,23.00,0
255,Tennessee Chattanooga,SoCon,FCS,15.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,15,15.00,0.00
98,Stephen F. Austin,Southland,FCS,127.00,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,122.00
197,UTRGV,Southland,DI,34.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34.5,0,0,0,0,0,0,34.50,0.00
199,Incarnate Word,Southland,FCS,30.00,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,0.00
204,Houston Christian,Southland,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Lamar,Southland,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,McNeese State,Southland,FCS,25.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
204,Southeastern Louisiana,Southland,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
82,South Dakota State,Summit,FCS,162.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,59.00,103.00
90,North Dakota State,Summit,FCS,138.50,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,25.5,0,0,39,35,85.50,53.00
93,Denver,Summit,DI,135.00,0,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,85.00,50.00
97,South Dakota,Summit,FCS,129.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59.25,0,0,0,0,0,0,59.25,70.00
162,North Dakota,Summit,FCS,53.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,53.00
169,UMKC,Summit,DI,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,50.00
204,St. Thomas,Summit,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
110,Texas State,Sun Belt,FBS,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,0,0,0,0,30.00,70.00
123,James Madison,Sun Belt,FBS,79.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,54.00
140,Arkansas State,Sun Belt,FBS,70.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,70.00
146,Southern Mississippi,Sun Belt,FBS,65.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40.5,0,0,0,0,40.50,25.00
147,Georgia Southern,Sun Belt,FBS,65.00,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,45.00
169,Marshall,Sun Belt,FBS,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,50.00
169,Troy,Sun Belt,FBS,50.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,25.00
187,Appalachian State,Sun Belt,FBS,45.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20,20.00,25.00
187,Old Dominion,Sun Belt,FBS,45.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,45.00
204,Coastal Carolina,Sun Belt,FBS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Louisiana,Sun Belt,FBS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
169,Prairie View A&M,SWAC,FCS,50.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,25.00
204,Florida A&M,SWAC,FBS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Grambling State,SWAC,FCS,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Southern,SWAC,FCS,25.00,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
81,Tarleton State,WAC,FCS,162.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49.5,30,43,0,0,0,0,92.50,70.00
99,California Baptist,WAC,DI,124.00,33,25,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00,74.00
120,Utah Valley,WAC,DI,89.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,39.00,50.00
162,Abilene Christian,WAC,FCS,53.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,53.00
110,Portland,WCC,DI,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,100.00
129,Gonzaga,WCC,DI,75.00,33,25,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.00,0.00
129,San Diego,WCC,FCS,75.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,75.00
204,Pepperdine,WCC,DI,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,25.00
204,Saint Mary's (CA),WCC,DI,25.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
204,Santa Clara,WCC,DI,25.00,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
